Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,ConeDebrisIntake1,ConeDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2021/05/20 00:00:00,9595,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021/05/19 10:13:56,2021/05/20 10:17:37,4027,2.5,2.8,0,0,27,Terrestrial,Yes,NA,NA
2021/05/21 00:00:00,9596,ST004L1,End trapping,Trap stopped functioning,No fish were caught,2021/05/20 10:17:37,2021/05/21 10:25:11,1590,0,NA,0,1,11,Terrestrial,No,The rivets on the cone's side panel were ripped off from an incoming log. It is likely no fish were caught because of this opening.,"Log jam on the intake, popped rivets off the lowest panel and will be fixed the coming Monday before cones are re-lowered.

Raised cones, pulled screens, and cam strapped."
2021/05/24 00:00:00,9599,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2021/05/24 13:45:12,NA,NA,2.5,NA,NA,NA,NA,Yes,NA,"Used 8 rivets to fix panel under door with 2 back clasps

Lowered cones into their original fishing position"
2021/05/25 00:00:00,9601,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021/05/24 13:45:12,2021/05/25 10:00:05,3326,2.6,2.7,0,0,8,Terrestrial,Yes,NA,NA
2021/05/26 00:00:00,9603,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021/05/25 10:00:05,2021/05/26 10:07:46,2013,0,2.5,0,0,12,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Log wedged in the opening of the cone

Ran kicker motor and removed LWD from anchor line."
2021/05/27 00:00:00,9605,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2021/05/26 10:07:46,2021/05/27 09:54:05,3568,2.4,2.5,0,0,11,Terrestrial,Yes,NA,NA
2021/05/28 00:00:00,9608,ST004L1,End trapping,Trap functioning normally,Processed fish,2021/05/27 09:54:05,2021/05/28 10:01:00,3470,2.1,NA,0,0,8,Terrestrial,Yes,NA,"Cones raised, cam strapped, traps pulled in slightly for the weekend."
2021/05/31 00:00:00,9610,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2021/05/31 12:35:08,NA,NA,2.9,NA,NA,NA,NA,Yes,NA,Traps fishing in the same position
2021/06/01 00:00:00,9612,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021/05/31 12:35:08,2021/06/01 09:53:35,3450,2.6,2.7,0,0,6,Terrestrial,Yes,NA,NA
2021/06/02 00:00:00,9614,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021/06/01 09:53:35,2021/06/02 10:14:35,3641,2.2,2.4,0,0,7,Terrestrial,Yes,NA,NA
2021/06/03 00:00:00,9616,ST004L1,End trapping,Trap functioning normally,Processed fish,2021/06/02 10:14:35,2021/06/03 12:42:38,4023,2.4,NA,0,0,8,Aquatic,Yes,NA,Raised cones. End of trapping.
2017/02/01 00:00:00,8298,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/02/01 15:58:00,NA,NA,1.2,NA,NA,NA,NA,Yes,NA,NA
2017/02/02 00:00:00,8299,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/01 15:58:00,2017/02/02 12:09:00,NA,1,1.4,NA,NA,5,Terrestrial,Yes,NA,Intake debris 1/0. Counter not recorded: clicker not installed.
2017/02/03 00:00:00,8300,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/02 12:09:00,2017/02/03 09:50:00,NA,1,1.1,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Counter not recorded: clicker not installed.
2017/02/04 00:00:00,8301,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/03 09:50:00,2017/02/04 09:52:00,NA,1.1,1,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Counter not recorded: clicker not installed.
2017/02/05 00:00:00,8306,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/04 09:52:00,2017/02/05 09:07:00,NA,1.2,1.1,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0. Counter not recorded: clicker not installed.
2017/02/06 00:00:00,8307,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/05 09:07:00,2017/02/06 09:30:00,NA,0,1.2,NA,NA,4,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/2. Counter not recorded: clicker not installed.
2017/02/07 00:00:00,8308,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/06 09:30:00,2017/02/07 09:49:00,NA,0,1.4,NA,NA,5,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/1. Counter not recorded: clicker not installed.
2017/02/08 00:00:00,8316,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/07 09:49:00,2017/02/08 10:34:00,NA,0,2.6,NA,NA,27,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0. Counter not recorded: clicker not installed. Log stopped trap.
2017/02/09 00:00:00,8317,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/08 10:34:00,2017/02/09 10:45:00,NA,0,2.7,NA,NA,14,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 3/3. Counter not recorded: clicker not installed. Trap was stopped upon arrival with heavy debris. Flows had risen from 1250 to 2200 cfs.
2017/02/10 00:00:00,8318,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/09 13:24:00,2017/02/10 09:56:00,NA,0,2.1,NA,NA,18,Terrestrial/Aquatic,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 1/1. Clicker stopped functioning.
2017/02/11 00:00:00,8319,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/02/10 09:56:00,2017/02/11 11:05:00,3049,2.3,NA,NA,NA,15,Terrestrial/Aquatic,Yes,NA,Intake debris 0/0.
2017/02/12 00:00:00,8320,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/02/12 17:09:00,NA,NA,2.6,NA,NA,NA,NA,Yes,NA,NA
2017/02/13 00:00:00,8321,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/12 17:09:00,2017/02/13 09:26:00,NA,0,1.5,NA,NA,7,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 0/0.
2017/02/14 00:00:00,8322,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/13 09:26:00,2017/02/14 10:04:00,804,0,0.3,NA,NA,7,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0. Cone not spinning due to low flows.
2017/02/15 00:00:00,8328,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/14 10:04:00,2017/02/15 13:00:00,NA,0,0,NA,NA,1,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0. Cone not spinning due to low flows.
2017/02/16 00:00:00,8330,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/15 13:00:00,2017/02/16 09:17:00,NA,0,0,NA,NA,4,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/0. Cone not spinning due to low flows.
2017/02/17 00:00:00,8331,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/16 09:17:00,2017/02/17 09:26:00,NA,0,0,NA,NA,2,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0. Cone not spinning due to low flows. Minimal debris in cone.
2017/02/18 00:00:00,8336,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/17 09:26:00,2017/02/18 09:26:00,148,0.3,0.9,NA,NA,8,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/1. Cone spinning very slowly due to low flows.
2017/02/19 00:00:00,8338,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/18 09:26:00,2017/02/19 09:54:00,1300,1,1.1,NA,NA,12,Terrestrial,Yes,NA,Intake debris 0/0.
2017/02/20 00:00:00,8339,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/19 09:54:00,2017/02/20 09:08:00,1283,1.2,1.2,NA,NA,NA,Terrestrial,Yes,NA,Intakes 0/0. Debris volume not recorded.
2017/02/21 00:00:00,8340,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/02/20 09:08:00,2017/02/21 09:27:00,1768,1.6,1.9,NA,NA,8,Terrestrial,Yes,NA,Intake debris 1/0. Stopped trap due to high debris volume.
2017/02/21 00:00:00,8341,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/02/21 20:55:00,NA,NA,1.8,NA,NA,NA,NA,Yes,NA,NA
2017/02/22 00:00:00,8342,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/21 20:55:00,2017/02/22 10:05:00,NA,0,1.7,NA,NA,18,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 3/3.
2017/02/23 00:00:00,8350,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/22 10:05:00,2017/02/23 11:03:00,2042,0.9,1.1,NA,NA,1,Terrestrial,Yes,NA,Intake debris 0/0.
2017/02/24 00:00:00,8351,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/23 11:03:00,2017/02/24 09:30:00,1491,0.8,1.1,NA,NA,1,Terrestrial,Yes,NA,Intake debris 0/0.
2017/02/25 00:00:00,8352,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/24 09:30:00,2017/02/25 09:38:00,1422,0.7,0.8,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0.
2017/02/26 00:00:00,8353,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/25 09:38:00,2017/02/26 08:52:00,1001,0.6,0.6,NA,NA,1,Terrestrial,Yes,NA,Intake debris 0/0.
2017/02/27 00:00:00,8354,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/02/26 08:52:00,2017/02/27 08:50:00,420,0.2,0.6,NA,NA,0,None,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/02/28 00:00:00,8355,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/02/27 08:50:00,2017/02/28 09:50:00,224,0,0,NA,NA,1,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/03/01 00:00:00,8356,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/02/28 09:50:00,2017/03/01 09:29:00,140,0.7,0.7,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/02 00:00:00,8357,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/01 09:29:00,2017/03/02 09:20:00,NA,0,0.6,NA,NA,7,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0. Trap stopped from small log in front of intake (not actually in the intake).
2017/03/03 00:00:00,8358,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/02 09:20:00,2017/03/03 09:00:00,855,0.7,0.6,NA,NA,6,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/04 00:00:00,8359,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/03 09:00:00,2017/03/04 09:47:00,903,0,0.6,NA,NA,9,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0.
2017/03/05 00:00:00,8388,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/04 09:47:00,2017/03/05 09:07:00,NA,0,0.5,NA,NA,2,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0.
2017/03/06 00:00:00,8389,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/05 09:07:00,2017/03/06 09:43:00,845,0.5,0.6,NA,NA,8,Terrestrial,Yes,NA,Intake debris 1/0.
2017/03/07 00:00:00,8390,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/06 09:43:00,2017/03/07 09:25:00,842,0.7,0.7,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/08 00:00:00,8391,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/07 09:25:00,2017/03/08 09:20:00,125,0,0.7,NA,NA,1,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/0.
2017/03/09 00:00:00,8392,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/08 09:20:00,2017/03/09 10:15:00,839,0.5,0.4,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/10 00:00:00,8393,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/09 10:15:00,2017/03/10 09:25:00,757,0.5,0.6,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/11 00:00:00,8394,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/10 09:25:00,2017/03/11 09:22:00,754,0.4,0.4,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/12 00:00:00,8395,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/11 09:22:00,2017/03/12 08:45:00,799,0.7,0.8,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/13 00:00:00,8396,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/12 08:45:00,2017/03/13 10:37:00,997,0,1.8,NA,NA,19,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/0. Log in intake.
2017/03/14 00:00:00,8397,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/13 10:37:00,2017/03/14 09:30:00,135,0,2,NA,NA,13,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/1.
2017/03/15 00:00:00,8398,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/14 09:30:00,2017/03/15 09:49:00,2665,0,1.7,NA,NA,28,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 1/0.
2017/03/16 00:00:00,8399,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/15 09:49:00,2017/03/16 10:09:00,1913,0,1.8,NA,NA,43,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 1/1.
2017/03/17 00:00:00,8400,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/03/16 10:09:00,2017/03/17 09:39:00,2996,2.1,2.2,NA,NA,28,Terrestrial,Yes,NA,Intake debris 0/0.
2017/03/18 00:00:00,8401,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/03/17 09:39:00,2017/03/18 09:19:00,652,0,2.1,NA,NA,9,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/2.
2017/03/19 00:00:00,8402,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/18 09:19:00,2017/03/19 09:26:00,2644,0,2.2,NA,NA,23,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0.
2017/03/20 00:00:00,8403,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/19 09:26:00,2017/03/20 10:24:00,2194,0,1.7,NA,NA,26,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 3/0.
2017/03/21 00:00:00,8404,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/03/20 10:24:00,2017/03/21 10:28:00,1699,0,2,NA,NA,35,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/1.
2017/03/22 00:00:00,8405,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/03/21 10:28:00,2017/03/22 10:27:00,1518,0,2,NA,NA,46,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/03/23 00:00:00,8406,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/22 10:27:00,2017/03/23 09:39:00,1844,0,2.5,NA,NA,58,Terrestrial,No,"Trap stopped or not functioning normally: imputed catch greater than actual catch. Trap stopped, large smallmouth in trap.",Intake debris 3/3.
2017/03/24 00:00:00,8407,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/23 09:39:00,2017/03/24 09:34:00,660,0,2.4,NA,NA,14,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/03/25 00:00:00,8408,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/24 09:34:00,2017/03/25 09:51:00,2050,0,2.5,NA,NA,30,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/3.
2017/03/26 00:00:00,8409,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/25 09:51:00,2017/03/26 09:42:00,328,0,2.4,NA,NA,23,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/0. Trap stopped due to log. Debris in cone.
2017/03/27 00:00:00,8410,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/26 09:42:00,2017/03/27 09:35:00,2151,0,2.3,NA,NA,17,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0. Trap stopped by stick. Logs in trap.
2017/03/28 00:00:00,8411,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/27 09:35:00,2017/03/28 10:15:00,1639,0,NA,NA,NA,51,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/0. Trap stopped by log. Large log inside cone. After cleaning revolutions not recorded.
2017/03/29 00:00:00,8412,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/28 10:15:00,2017/03/29 09:42:00,1378,0,2.4,NA,NA,38,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/0.
2017/03/30 00:00:00,8413,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/29 09:42:00,2017/03/30 10:00:00,2991,0,2.3,NA,NA,45,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 3/0. Trap stopped by log.
2017/03/31 00:00:00,8414,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/03/30 10:00:00,2017/03/31 10:13:00,2906,0,2,NA,NA,146,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 1/0.
2017/04/01 00:00:00,8415,ST004L1B,End trapping,Trap stopped functioning,No fish were caught,2017/03/31 10:13:00,2017/04/01 09:14:00,255,0,NA,NA,NA,34,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/3.
2017/04/03 00:00:00,8416,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/04/03 15:28:00,NA,NA,2.6,NA,NA,NA,NA,Yes,NA,NA
2017/04/04 00:00:00,8417,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/04/03 15:28:00,2017/04/04 09:37:00,282,0,2.8,NA,NA,7,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 1/0.
2017/04/05 00:00:00,8418,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/04/04 09:37:00,2017/04/05 09:44:00,1738,0,2.8,NA,NA,8,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 0/3.
2017/04/06 00:00:00,8419,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/04/05 09:44:00,2017/04/06 09:22:00,3142,0,2.8,NA,NA,28,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 0/0.
2017/04/07 00:00:00,8420,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017/04/06 09:22:00,2017/04/07 11:10:00,2691,0,2.5,NA,NA,45,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 3/3.
2017/04/08 00:00:00,8421,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2017/04/07 11:10:00,2017/04/08 09:40:00,1417,0,NA,NA,NA,21,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intake debris 3/0.
2017/04/10 00:00:00,8422,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/04/10 12:25:00,NA,NA,2.3,NA,NA,NA,NA,Yes,NA,NA
2017/04/11 00:00:00,8423,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/10 12:25:00,2017/04/11 09:34:00,2776,2.2,2.1,NA,NA,6,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/12 00:00:00,8424,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/11 09:34:00,2017/04/12 09:06:00,3049,2.5,2.4,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/13 00:00:00,8425,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/12 09:06:00,2017/04/13 09:27:00,3327,2.4,1.7,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/14 00:00:00,8426,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/13 09:27:00,2017/04/14 09:20:00,3456,2.8,2.4,NA,NA,15,Terrestrial,Yes,NA,Intake debris 0/0
2017/04/15 00:00:00,8427,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/04/14 09:20:00,2017/04/15 09:12:00,3550,2,NA,NA,NA,10,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/17 00:00:00,8428,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/04/17 17:04:00,NA,NA,2,NA,NA,NA,NA,Yes,NA,NA
2017/04/18 00:00:00,8429,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017/04/17 17:04:00,2017/04/18 09:10:00,75,0,2.2,NA,NA,1,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/04/19 00:00:00,8430,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/04/18 09:10:00,2017/04/19 10:45:00,3589,1.7,2,NA,NA,8,Terrestrial,Yes,NA,Intake debris 0/0. Moved traps closer to shore.
2017/04/20 00:00:00,8431,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/19 10:45:00,2017/04/20 09:21:00,2569,1.4,1.9,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/21 00:00:00,8432,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/20 09:21:00,2017/04/21 09:10:00,3078,2.4,2.3,NA,NA,3,Terrestrial/Aquatic,Yes,NA,Intake debris 0/0.
2017/04/22 00:00:00,8477,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2017/04/21 09:10:00,2017/04/22 09:12:00,NA,0,NA,NA,NA,2,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/2. Debris volume estimated. Traps worked up from shore.
2017/04/24 00:00:00,8478,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/04/24 09:24:00,NA,NA,1.9,NA,NA,NA,NA,Yes,NA,NA
2017/04/25 00:00:00,8479,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/24 09:24:00,2017/04/25 09:48:00,3264,2.3,2,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Two medium sized fish escaped out cone.
2017/04/26 00:00:00,8480,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/04/25 09:48:00,2017/04/26 09:43:00,3072,2.4,2.2,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0.
2017/04/27 00:00:00,8481,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017/04/26 09:43:00,2017/04/27 09:02:00,2858,2.1,2.1,NA,NA,3,Terrestrial,Yes,NA,Intake debris 0/0.
2017/05/01 00:00:00,8482,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/01 18:06:00,NA,NA,3.1,NA,NA,NA,NA,Yes,NA,NA
2017/05/02 00:00:00,8483,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/01 18:06:00,2017/05/02 10:11:00,NA,3.1,3.2,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/03 00:00:00,8484,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/02 10:11:00,2017/05/03 10:07:00,NA,2.9,3.4,NA,NA,4,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/04 00:00:00,8485,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/03 10:07:00,2017/05/04 09:25:00,NA,4.1,3.7,NA,NA,10,Terrestrial/ Aquatic,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/05 00:00:00,8486,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/04 09:25:00,2017/05/05 10:05:00,NA,3.8,3.5,NA,NA,10,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/06 00:00:00,8487,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017/05/05 10:05:00,2017/05/06 09:58:00,NA,3.4,NA,NA,NA,10,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/08 00:00:00,8488,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/08 09:55:00,NA,NA,2.8,NA,NA,NA,NA,Yes,NA,NA
2017/05/09 00:00:00,8489,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017/05/08 09:55:00,2017/05/09 09:26:00,NA,2.9,2.8,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/10 00:00:00,8490,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/09 09:26:00,2017/05/10 09:12:00,NA,3.2,3.6,NA,NA,2,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
2017/05/11 00:00:00,8491,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017/05/10 09:12:00,2017/05/11 09:44:00,NA,4,3.6,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0. Clicker not functioning.
